name,configuration,latitude,longitude
AM604,G9+U9+U21+L8+L18,"40,187189","44,401718"
AM605,G9+U9+U21,"40,1663","44,351"
AM620,G9+U9+U21+L8+L18,"40,106284","44,273293"
AM624,G9+U9+U21+L8+L18,"40,17882","44,22948"
AM625,G9+U9+U21+L8+L18,"40,184701","44,263336"
AM626,G9+U9+U21+L8+L18,"40,128313","44,229674"
AM627,U21,"40,170309","44,21113"
AM628,G9+U9+U21+L8+L18,"40,074849","44,302771"
AM630,G9+U9+U21+L8,"40,082614","44,246325"
AM650,G9+U9+U21+L8+L18,"40,164114","44,282555"
AM651,G9+U9+U21,"40,17081","44,28732"
AM653,G9+U9+U21+L8+L18,"40,165025","44,294123"
AM654,G9+U9+U21+L8+L18,"40,172424","44,297532"
AM655,G9+U9+U21+L8+L18,"40,157713","44,301202"
AM656,G9+U9+U21,"40,16637","44,30468"
AM657,G9+U9+U21+L8+L18,"40,16663","44,329686"
AM658,G9+U9+U21,"40,1557","44,28142"
AM659,G9+U9+U21+L8+L18,"40,140157","44,329978"
AM670,G9+U9+U21+L8+L18,"40,194381","44,360916"
AM720,G9+U9+U21+L8+L18,"40,121314","44,065471"
AM721,G9+U9+U21+L8+L18,"40,098658","44,092861"
AM722,G9+U9+U21+L8+L18,"40,094076","44,159659"
AM724,G9+U9+U21+L8,"40,047768","44,172591"
AM726,G9+U9+U21+L8,"40,058457","44,09335"
AM730,G9+U9+U21+L8+L18,"40,045139","44,028972"
AM731,G9+U9+U21+L8,"40,09145","44,007847"
AM732,G9+U9+U21+L8+L18,"40,084682","44,049711"
AM734,G9+U9+U21+L8+L18,"40,051596","43,925505"
AM736,G9+U9+U21+L8,"40,091476","43,954481"
AM738,G9+U9+U21+L8+L18,"40,130837","44,005718"
AM739,G9+U9+U21+L8+L18,"40,061557","43,987519"
AM740,G9+U9+U21,"40,128422","43,969583"
AM801,G9+U9+U21+L8+L18,"40,184425","43,984057"
AM802,G9+U9+U21+L8+L18,"40,180945","43,918883"
AM803,G9+U9+U21+L8,"40,2381","43,8734"
AM804,G9+U9+U21+L8,"40,2425","43,77039"
AM805,U9+U21+L8,"40,145795","43,672383"
AM806,G9+U9+L8,"40,193527","43,853043"
AM807,G9+U9+L8,"40,100228","43,823909"
AM808,U9+L8,"40,142967","43,758358"
AM809,U21,"40,22435","43,876862"
AM810,U21,"40,18485","44,004991"
AR001,G9+U9+U21,"40,06622","44,44693"
AR002,G9+U9+U21+L8+L18,"40,061314","44,442469"
AR003,G9+U9+U21,"40,07142","44,43631"
AR004,G9+U9+U21+L8+L18,"40,06646","44,43039"
AR005,G9+U9+U21,"40,070139","44,414889"
AR006,G9+U9+U21+L8+L18,"40,07185","44,3997"
AR007,G9+U9+U21+L8+L18,"39,897115","44,60482"
AR008,G9+U9+U21+L8+L18(S5010),"39,8548","44,68301"
AR009,G9+U9+U21+L8+L18,"39,912889","44,726639"
AR010,G9+U9+U21+L18+L26,"40,095111","44,498861"
AR011,G9+U9+U21+L8+L18,"39,765444","44,800444"
AR012,G9+U9+U21+L8,"39,829362","44,993655"
AR013,G9+U9+U21,"39,8487","44,69804"
AR014,G9+U9+U21+L8+L18,"39,82857","44,71271"
AR015,G9+U9+U21+L8+L18,"39,79226","44,77945"
AR016,G9+U9+U21+L8+L18,"39,91081","44,8123"
AR017,U9+L8,"39,872847","44,942923"
AR018,G9+U9+U21+L8+L18,"39,956778","44,600917"
AR019,G9+U9+U21+L8+L18,"39,893944","44,649306"
AR020,G9+U9+U21+L8+L18,"39,956028","44,549083"
AR021,G9+U9+U21+L8+L18,"39,960083","44,553389"
AR022,G9+U9+U21,"39,951104","44,5567"
AR023,G9+U9+U21+L8+L18,"39,948501","44,546603"
AR024,G9+U9+U21,"39,952599","44,541003"
AR025,G9+U9+U21+L8+L18,"39,96196","44,541389"
AR026,G9+U9+U21,"39,968273","44,542596"
AR027,G9+U9+U21+L8+L18,"39,998139","44,584528"
AR028,G9+U9+U21+L8+L18,"40,02125","44,583472"
AR029,G9+U9+U21+L8+L18,"40,042528","44,542056"
AR030,G9+U9+U21+L8+L18,"40,097194","44,471333"
AR031,G9+U9+U21+L8+L18,"39,936167","44,572278"
AR032,G9+U9+U21+L8+L18,"40,116621","44,371844"
AR033,U21+L8+L18,"39,8736","44,66771"
AR034,G9+U9+U21+L8,"40,009643","44,552157"
AR035,G9+U9+U21+L8+L18,"39,98687","44,633944"
AR036,G9+U9+U21+L8+L18,"39,97765","44,51878"
AR037,G9+U9+U21+L8+L18,"40,016396","44,492481"
AR038,U21+L8+L18,"40,05734","44,471006"
AR040,G9+U9+U21+L8+L18,"40,12622","44,40076"
AR041,G9+U9+U21+L8+L18,"40,092639","44,398444"
AR042,G9+U9+U21+ 4G,"40,10801","44,4318"
AR043,G9+U9+U21+L8+L18,"40,100134","44,338604"
AR044,pure transmission,,
AR045,G9+U9+U21+L8,"39,8384","44,62506"
AR046,G9+U9+U21+L8,"40,024562","44,422286"
AR047,G9+U9+U21+L8+L18,"39,85646","44,69436"
AR049,U21,"40,021089","44,519475"
AR050,G9+U9+U21+L8,"39,91707","44,61343"
AR051,G9+U9,"39,95021","44,80067"
AR052,G9+U9+U21+L8+L18,"39,90162","44,68469"
AR054,G9+U9+L8,"39,795944","44,958806"
AR058,G9+U9+U21+L8,"40,088039","44,472203"
AR060,U9+U21+L8+L18,"40,002649","44,489244"
AR061,U21,"40,034201","44,55946"
AR062,U21,"40,10247","44,478234"
AR064,G9+U9+U21+L8+L18,"39,873689","44,590451"
AR065,U21,"40,000981","44,56573"
AR067,U21,"39,76317","44,81136"
AR069,U21,"40,004604","44,59664"
AR077,G9+U9,"39,856944","44,729447"
AR100,G9+U9+U21,"39,9646","44,5319"
AR101,G9+U9+U21+L8+L18,"39,98744","44,49892"
AR102,G9+U9+U21+L8+L18,"40,027306","44,478175"
AR103,G9+U9+U21,"40,0812","44,4553"
GE550,G9+U9+U21+L8,"40,556786","44,988461"
GE551,G9+U9+U21,"40,559306","44,942667"
GE552,G9+U9+U21+L8+L18,"40,548182","44,95427"
GE553,G9+U9+L8,"40,657444","44,931917"
GE554,U9+U21,"40,519942","44,934352"
GE560,G9+U9+U21,"40,61072","44,96868"
GE562,U9+U21+L8,"40,50013","45,27832"
GE563,G9+U9+U21+L8,"40,49143","45,36288"
GE564,G9+U9+U21+L8,"40,39503","45,47469"
GE565,U9+U21+L8,"40,35496","45,58451"
GE566,U9+U21+L8,"40,26172","45,71671"
GE567,G9+U9+U21+L8+L18,"40,216131","45,761308"
GE568,G9+U9+U21,"40,56783","45,14894"
GE571,G9+U9+U21+L8+L18,"40,593176","45,344624"
GE572,G9+U9+U21,"40,566325","45,292533"
GE573,U9+U21+L8,"40,57233","45,39701"
GE574,U9+L8,"40,6476","45,3189"
GE575,U9+L8,"40,66356","45,26192"
GE576,U9+L8,"40,68077","45,17265"
GE577,U9+U21+L8,"40,701481","45,109385"
GE580,U9+U21+L8,"40,30941","45,6944"
GE601,G9+U9+U21+L8,"40,510025","45,01466"
GE602,G9+U9+U21+L8,"40,478167","45,05675"
GE603,G9+U9+U21+L8,"40,444698","45,106964"
GE604,G9+U9+U21,"40,363251","45,196018"
GE606,G9+U9+U21+L8,"40,195915","45,211746"
GE607,G9+U9+U21+L8+L18,"40,16409","45,23087"
GE608,G9+U9+U21+L8+L18,"40,13765","45,26611"
GE609,G9+U9+U21+L8+L18,"40,13054","45,3661"
GE610,G9+U9+U21+L8+L18,"40,141722","45,300722"
GE611,G9+U9+U21+L8+L18,"40,15083","45,46473"
GE612,G9+U9+U21+L8+L18,"40,18459","45,62105"
GE613,G9+U9+U21+L8+L18,"40,16296","45,69917"
GE614,G9+U9+U21+L8+L18,"40,183778","45,730083"
GE615,G9+U9+U21+L8,"40,16496","45,73847"
GE617,G9+U9+U21+L8+L18,"40,152667","45,512361"
GE618,U9+U21+L8,"40,134507","45,625424"
GE619,G9+U21+L8,"40,170124","45,194974"
GE621,G9+U9+U21+L8,"40,538438","44,887762"
GE622,U9+U21+L8,"40,1927","45,88754"
GE626,U9+U21+L8,"40,157561","45,82611"
GE628,U21+L8+L18,"40,137924","45,192747"
GE629,U21,"40,147295","45,2687"
GE631,U21,"40,12273","45,35563"
GE632,U21,"40,131779","45,25077"
GE634,U9+U21+L8+L18,"40,10553","45,27839"
GE650,G9+U9+U21+L8+L18,"40,348694","45,126806"
GE651,G9+U9+U21+L8+L18,"40,365959","45,124424"
GE652,U21+L8,"40,34122","45,11245"
GE660,G9+U9+U21+L8+L18,"40,31514","45,13695"
GE661,G9+U9+U21+L8+L18,"40,26689","45,13652"
GE662,G9+U9+U21+L8+L18,"40,139556","45,428722"
GE664,U21,"40,334866","45,153031"
GE670,G9+U9+U21+L8,"40,088306","45,276028"
GE674,U21+L8+L18,"40,376413","45,179219"
GE675,G9+U21+L8+L18,"40,20471","45,188622"
GE676,U21+L8+L18,"40,13601","45,32799"
GE680,U21,"40,160421","45,460989"
GE681,U21+L8+L18,"40,631425","44,961822"
GE683,U21,"40,1909","45,68682"
GE684,U21,"40,15617","45,72548"
KO001,G9+U9+U21,"40,54586","44,76844"
KO002,G9+U9+U21+L8+L18,"40,543826","44,773548"
KO003,G9+U9+U21,"40,53369","44,77337"
KO004,G9+U9+U21+L8+L18,"40,51827","44,75401"
KO005,G9+U9+U21,"40,49601","44,75932"
KO006,G9+U9+U21+L8+L18,"40,489207","44,765511"
KO007,U9,"40,513666","44,767902"
KO008,G9+U9+U21+L8+L18,"40,56465","44,80268"
KO700,U21,"40,48236","44,72985"
KO701,G9+U9+U21+L8+L18,"40,461911","44,727087"
KO702,G9+U9+U21+L8,"40,39118","44,66058"
KO703,G9+U9+L8,"40,361542","44,639051"
KO704,G9+U9+L8,"40,326513","44,635841"
KO705,G9+U9+U21+L8+L18,"40,260095","44,60046"
KO709,U21,"40,461323","44,707657"
KO712 + S5712,U21 +LTE,"40,316935","44,466844"
KO713,U21,"40,255648","44,493655"
714KO,U21,"40,14588","44,295063"
KO721,G9+U9+U21,"40,291598","44,58899"
KO722,G9+U9+U21+L8+L18,"40,302544","44,583365"
KO724,G9+U9+U21+L8+L18,"40,312826","44,596392"
KO725,G9+U9+U21+L8,"40,331635","44,576208"
KO726,U9+U21,"40,274203","44,485423"
KO728,G9+U9+U21+L8+L18,"40,382258","44,612511"
KO729,G9+U9+U21+L8,"40,409651","44,522376"
KO730,G9+U9+U21,"40,331744","44,495612"
KO731,G9+U9+U21,"40,307233","44,473195"
KO732,G9+U9+U21+L8+L18,"40,32157","44,488596"
KO733,G9+U9+U21+L8+L18,"40,233496","44,506328"
KO734,G9+U9+U21+L8+L18,"40,457701","44,65281"
KO735,G9+U9+U21+L8+L18,"40,405323","44,646269"
KO736,G9+U9+U21,"40,39861","44,63499"
KO739,G9+U9+U21+L8,"40,46736","44,79333"
KO740,G9+U9+U21+L8+L18,"40,44345","44,61542"
KO741,G9+U9+L8,"40,49357708","44,59643411"
KO742,G9+U9+L8,"40,51414","44,56192"
KO749,U9+U21,"40,254093","44,62279"
KO750,G9+U9+U21,"40,27415","44,63547"
KO751,L8+L18,"40,271833","44,634361"
KO752,G9+U9+U21+L8+L18,"40,267389","44,617281"
KO753,G9+U9+U21,"40,275433","44,624411"
KO754,G9+U9+U21,"40,269272","44,628437"
KO755,G9+U9+U21,"40,28064","44,62605"
KO756,G9+U9+U21,"40,28046","44,63974"
KO757,G9+U9+U21,"40,26394","44,63656"
KO758,G9+U9+U21,"40,289753","44,640677"
KO770,G9+U21+L8+L18,"40,203353","44,639176"
KO771,G9+U9+U21+L8+L18,"40,122177","44,710002"
KO772,G9+U9+U21+L8+L18,"40,132657","44,774371"
KO773,G9+U9+L8,"40,154049","44,6498"
KO774,G9+U9+U21+L8+L18,"40,26746","44,64502"
KO775,G9+U9+U21+L8+L18,"40,224583","44,703944"
KO776,G9+U9+U21+L8+L18,"40,260805","44,684997"
KO777,G9+U21+L8+L18,"40,24559","44,535996"
KO778,G9+U9+U21+L8+L18,"40,288213","44,548822"
KO779,G9+U9+U21+L8,"40,273889","44,570258"
KO780,U9+U21+L8,"40,15207","44,80286"
KO781,G9+U21+L18,"40,13776","44,81516"
KO782,G9+U9+L8,"40,175727","44,63492"
KO789,G9+U21+L8+L18,"40,252762","44,595795"
KO791,U21,"40,121695","44,739666"
KO798,U21,"40,201561","44,627512"
KO799,3G,40.187146°, 44.630646°
KO801,G9+U9+U21+L8+L18,"40,572355","44,693102"
KO802,G9+U9+U21+L8+L18,"40,60376","44,65866"
KO805/site-003,U9+L8,"40,62141","44,56757"
KO806 / HNKV1C,U9+L8,"40,6256","44,49603"
KO807,U21,"40,368454","44,594429"
KO850,G9+U9+U21+L8+L18,"40,53206086","44,71320134"
KO853,U21,"40,529327","44,696369"
KO854,U21,"40,53047","44,69655"
KO855,U21,"40,53387","44,7055"
KO857,U21+L18+L26,"40,529222","44,70597"
KO858,U21,"40,533072","44,749889"
LO001,G9+U9+U21+L8+L18,"40,781194","44,550028"
LO002,G9+U9+U21+L8+L18,"40,794806","44,529528"
LO003,G9+U9+U21,"40,786922","44,530223"
LO004,G9+U9+U21,"40,799159","44,520049"
LO005,G9+U9+U21,"40,791333","44,521333"
LO006,G9+U9+U21+L8+L18,"40,803817","44,513554"
LO007,G9+U9+U21,"40,796406","44,514438"
LO008,G9+U9+U21,"40,807385","44,503201"
LO009,U9+U21,"40,799884","44,503933"
LO010,G9+U9+U21+L8+L18,"40,811332","44,495358"
LO011,G9+U9+U21+L8+L18,"40,804943","44,496697"
LO012,G9+U9+U21+L8+L18,"40,814496","44,487627"
LO013,G9+U9+U21+L8+L18,"40,808809","44,487078"
LO014,G9+U9+U21,"40,819697","44,478267"
LO015,G9+U9+U21,"40,811436","44,477663"
LO016,U9+U21,"40,796443","44,493788"
LO017,G9+U9+U21,"40,838302","44,453402"
LO018,G9+U9+L8+L18,"40,823051","44,450066"
LO019,G9+U9+U21+L8+L18,"40,847492","44,43858"
LO020,G9+U9+U21,"40,836253","44,441273"
LO021,G9+U9+U21,"40,842666","44,426415"
LO022,U21,"40,78998124","44,514046"
LO400,G9+U9+L8,"40,86326","44,43885"
LO401,G9+U9+U21,"40,906339","44,436314"
LO402,G9+U9+U21+L8+L18,"40,977871","44,486488"
LO403,G9+U9+U21,"41,006824","44,400897"
LO405,G9+U9+U21+L8+L18,"41,006424","44,363143"
LO406,G9+U9+U21+L8+L18,"41,119139","44,283917"
LO407,G9+U9+U21+L8,"41,192086","44,2914"
LO408,G9+U9+U21+L8,"41,18801","44,35669"
LO409,G9+U9+U21,"41,134304","44,277039"
LO410,G9+U9+U21+L8+L18,"41,201306","44,229028"
LO412,U9+U21+L8,"41,15495","44,36322"
LO413,G9+U9+U21+L8,"41,039401","44,2076"
LO417,U9+U21+L8,"41,16972","44,467882"
LO421,G9+U9+U21+L8+L18,"40,959805","44,548733"
LO422,U9+U21+L8,"41,070783","44,348872"
LO423,U21,"41,19600556","44,38511945"
LO424,U21+L8,"40,95485","44,44227"
LO428,U9,"40,902023","44,428935"
LO433,U21,"40,93867","44,479852"
LO500,G9+U9+U21+L8+L18,"40,811841","44,542445"
LO501,G9+U9+U21+L8,"40,879513","44,602501"
LO502,G9+U9+U21+L8,"40,9401882","44,651166"
LO503,G9+U9+U21+L8+L18,"40,962643","44,629704"
LO504,G9+U9+U21+L8,"40,990929","44,647369"
LO507,G9+U9+U21,"41,097196","44,646502"
LO508,G9+U9+U21+L8+L18,"41,096528","44,6581041"
LO509,G9+U9+U21+L8+L18,"41,143639","44,767528"
LO510,G9+U9+U21+L8+L18,"41,155443","44,8324"
LO511,G9+U9+U21+L8,"41,134262","44,692866"
LO512,G9+U9+U21+L8,"41,216923","44,925648"
LO513,G9+U9+U21+L8,"41,235389","44,841611"
LO514,G9+U9+U21+L8,"41,15976","44,85284"
LO515,U21,"41,182084","44,828867"
LO516,G9+U9+U21+L8+L18,"41,08825","44,659889"
LO520,G9+U9+L8,"40,92967","44,56177"
LO521,G9+U9+U21+L8+L18,"41,054944","44,621889"
LO523,U9+U21+L8,"40,909722","44,783917"
LO525,G9+U9+L8,"41,11235","44,58187"
LO529,U21,"41,098595","44,673904"
LO530,U21,"40,96579","44,636654"
LO531,U21,"41,142139","44,843083"
LO601,G9+U9+U21+L8,"40,762471","44,60685"
LO602,G9+U9+U21+L8,"40,701248","44,748413"
LO603,U21,"40,736508","44,67875"
LO701,U9+U21+L8,"40,831142","44,341949"
LO702,U9+L8,"40,82502","44,39378"
LO801,G9+U9+U21+L8,"40,855007","44,386286"
LO802,G9+U9+U21+L8,"40,868099","44,245323"
LO803,G9+U9+U21+L8+L18,"40,852728","44,14309"
LO850,G9+U9+U21+L8+L18,"40,829998","44,271324"
LO853,G9+U9+U21+L8+L18,"40,839","44,276843"
LO854,G9+U9+U21+L8+L18,"40,80809","44,207462"
LO855,U9+U21+L8+L18,"40,79478","44,18193"
LO856,G9+U9+U21+L8+L18,"40,859083","44,282361"
LO860,U9+U21,"40,834435","44,042054"
LO861,U9+L8,"40,797056","44,268694"
P8001,U21+L18,"40,176846","44,526656"
P8002,U21+L18,"40,175052","44,50903"
P8003,U21+L18,"40,187853","44,512089"
P8004,U21+L18,"40,178657","44,510593"
P8005,U21+L18,"40,187757","44,521534"
P8006,U21+L18,"40,18798","44,521045"
P8007,U21+L18,"40,155504","44,499161"
P8008,U21+L18,"40,155331","44,498576"
P8009,U21+L18,"40,155017","44,499693"
P8010,U21+L18,"40,155517","44,499182"
P8011,U21+L18,"40,155636","44,498939"
P8012,U21+L18,"40,15623","44,49903"
P8014,U21+L18,"40,197065","44,498397"
P8015,U21+L18,"40,189102","44,507026"
P8016,U21+L18,"40,182747","44,513493"
P8017,U21+L18,"40,182826","44,513437"
P8018,U21+L18,"40,179491","44,522864"
P8019,U21+L18,"40,186667","44,51176"
P8021,U21+L18,"40,1887","44,519905"
SH001,G9+U9+U21,"40,7491","43,851274"
SH002,G9+U9+U21,"40,768814","43,846196"
SH003,G9+U9+U21+L8+L18,"40,772656","43,85299"
SH004,G9+U9+U21,"40,775519","43,845617"
SH005,G9+U9+U21+L8+L18,"40,779282","43,839045"
SH006,G9+U9+U21+L8+L18,"40,78145791","43,85580082"
SH007,G9+U9+U21+L8+L18,"40,781806","43,889333"
SH008,G9+U9+U21+L8+L18,"40,78478","43,844781"
SH009,G9+U9+U21+L8+L18,"40,789299","43,836335"
SH010,U21+L8+L18,"40,786565","43,853011"
SH011,G9+U9+U21+L8+L18,"40,791667","43,845306"
SH012,G9+U9+U21+L8+L18,"40,791853","43,861205"
SH013,G9+U9+U21,"40,794845","43,83516"
SH014,G9+U9+U21+L8+L18,"40,7961","43,853404"
SH015,G9+U9+U21+L8+L18,"40,800688","43,844648"
SH016,U21,"40,813886","43,85292"
SH017,G9+U9+U21+L8+L18,"40,802274","43,833133"
